study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB6610	SAMEA2657057	ERS492800	ERX521484	ERR562663	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562663/ERR562663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562663/ERR562663_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562663/ERR562663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562663/ERR562663_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBROSW_6_1_64F3FAAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBROSW_6_2_64F3FAAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBROSW_6_1_64F3FAAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBROSW_6_2_64F3FAAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562663	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562663		
PRJEB6610	SAMEA2622717	ERS492740	ERX521703	ERR562664	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562664/ERR562664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562664/ERR562664_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562664/ERR562664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562664/ERR562664_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBIOSW_5_1_64F3FAAXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBIOSW_5_2_64F3FAAXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBIOSW_5_1_64F3FAAXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BBIOSW_5_2_64F3FAAXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562664	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562664		
PRJEB6610	SAMEA2619943	ERS488730	ERX521489	ERR562665	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562665/ERR562665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562665/ERR562665_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562665/ERR562665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562665/ERR562665_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALCOSW_3_1_70H17AAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALCOSW_3_2_70H17AAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALCOSW_3_1_70H17AAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALCOSW_3_2_70H17AAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562665	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562665		
PRJEB6610	SAMEA2620072	ERS488886	ERX521534	ERR562666	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562666/ERR562666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562666/ERR562666_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562666/ERR562666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562666/ERR562666_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AVEOSW_2_1_64F3FAAXX.IND1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AVEOSW_2_2_64F3FAAXX.IND1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AVEOSW_2_1_64F3FAAXX.IND1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AVEOSW_2_2_64F3FAAXX.IND1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562666	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562666		
PRJEB6610	SAMEA2620870	ERS490044	ERX521646	ERR562667	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562667/ERR562667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562667/ERR562667_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562667/ERR562667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562667/ERR562667_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AIROSW_1_1_70DGUAAXX.IND12.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AIROSW_1_2_70DGUAAXX.IND12.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AIROSW_1_1_70DGUAAXX.IND12.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AIROSW_1_2_70DGUAAXX.IND12.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562667	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562667		
PRJEB6610	SAMEA2657110	ERS488896	ERX521420	ERR562668	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562668/ERR562668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562668/ERR562668_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562668/ERR562668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562668/ERR562668_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGVOSW_6_1_66304AAXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGVOSW_6_2_66304AAXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGVOSW_6_1_66304AAXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AGVOSW_6_2_66304AAXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562668	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562668		
PRJEB6610	SAMEA2656969	ERS490210	ERX521510	ERR562669	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562669/ERR562669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562669/ERR562669_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562669/ERR562669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562669/ERR562669_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMGOSW_2_1_64MD3AAXX.IND5.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMGOSW_2_2_64MD3AAXX.IND5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMGOSW_2_1_64MD3AAXX.IND5.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMGOSW_2_2_64MD3AAXX.IND5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562669	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562669		
PRJEB6610	SAMEA2622826	ERS492897	ERX521448	ERR562670	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562670/ERR562670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562670/ERR562670_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562670/ERR562670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562670/ERR562670_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BDHOSW_1_1_64L7PAAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BDHOSW_1_2_64L7PAAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BDHOSW_1_1_64L7PAAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BDHOSW_1_2_64L7PAAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562670	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562670		
PRJEB6610	SAMEA2621167	ERS490488	ERX521679	ERR562671	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562671/ERR562671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562671/ERR562671_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562671/ERR562671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562671/ERR562671_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AQROSW_5_1_64MD3AAXX.IND10.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AQROSW_5_2_64MD3AAXX.IND10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AQROSW_5_1_64MD3AAXX.IND10.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AQROSW_5_2_64MD3AAXX.IND10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562671	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562671		
PRJEB6610	SAMEA2657063	ERS492161	ERX521653	ERR562672	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562672/ERR562672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562672/ERR562672_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562672/ERR562672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562672/ERR562672_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMKOSW_5_1_70DGUAAXX.IND5.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMKOSW_5_2_70DGUAAXX.IND5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMKOSW_5_1_70DGUAAXX.IND5.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AMKOSW_5_2_70DGUAAXX.IND5.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562672	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562672		
PRJEB6610	SAMEA2620847	ERS490021	ERX521597	ERR562673	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562673/ERR562673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562673/ERR562673_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562673/ERR562673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562673/ERR562673_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AICOSW_1_1_H0KHLADXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AICOSW_1_2_H0KHLADXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AICOSW_1_1_H0KHLADXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AICOSW_1_2_H0KHLADXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562673	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562673		
PRJEB6610	SAMEA2591063	ERS477937	ERX521524	ERR562674	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562674/ERR562674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562674/ERR562674_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562674/ERR562674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562674/ERR562674_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACQOSW_7_1_64MD3AAXX.IND1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACQOSW_7_2_64MD3AAXX.IND1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACQOSW_7_1_64MD3AAXX.IND1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ACQOSW_7_2_64MD3AAXX.IND1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562674	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562674		
PRJEB6610	SAMEA2657062	ERS488453	ERX521462	ERR562675	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562675/ERR562675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562675/ERR562675_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562675/ERR562675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562675/ERR562675_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BAROSW_3_1_64F3FAAXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BAROSW_3_2_64F3FAAXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BAROSW_3_1_64F3FAAXX.IND7.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BAROSW_3_2_64F3FAAXX.IND7.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562675	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562675		
PRJEB6610	SAMEA2657077	ERS491904	ERX521675	ERR562676	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562676/ERR562676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562676/ERR562676_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562676/ERR562676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562676/ERR562676_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_APPOSW_4_1_64MD3AAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_APPOSW_4_2_64MD3AAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_APPOSW_4_1_64MD3AAXX.IND4.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_APPOSW_4_2_64MD3AAXX.IND4.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562676	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562676		
PRJEB6610	SAMEA2622697	ERS492706	ERX521495	ERR562677	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562677/ERR562677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562677/ERR562677_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562677/ERR562677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562677/ERR562677_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BCSOSW_7_1_64F3FAAXX.IND12.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BCSOSW_7_2_64F3FAAXX.IND12.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BCSOSW_7_1_64F3FAAXX.IND12.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_BCSOSW_7_2_64F3FAAXX.IND12.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562677	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562677		
PRJEB6610	SAMEA2619850	ERS488609	ERX521515	ERR562678	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562678/ERR562678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562678/ERR562678_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562678/ERR562678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562678/ERR562678_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFHOSW_6_1_70H17AAXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFHOSW_6_2_70H17AAXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFHOSW_6_1_70H17AAXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AFHOSW_6_2_70H17AAXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562678	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562678		
PRJEB6610	SAMEA2619789	ERS488516	ERX521445	ERR562679	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562679/ERR562679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562679/ERR562679_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562679/ERR562679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562679/ERR562679_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AENOSW_1_1_64MD3AAXX.IND12.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AENOSW_1_2_64MD3AAXX.IND12.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AENOSW_1_1_64MD3AAXX.IND12.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AENOSW_1_2_64MD3AAXX.IND12.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562679	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562679		
PRJEB6610	SAMEA2621280	ERS490699	ERX521627	ERR562680	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562680/ERR562680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562680/ERR562680_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562680/ERR562680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562680/ERR562680_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_APCOSW_3_1_64MD3AAXX.IND3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_APCOSW_3_2_64MD3AAXX.IND3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_APCOSW_3_1_64MD3AAXX.IND3.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_APCOSW_3_2_64MD3AAXX.IND3.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562680	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562680		
PRJEB6610	SAMEA2657001	ERS488561	ERX521407	ERR562681	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562681/ERR562681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562681/ERR562681_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562681/ERR562681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562681/ERR562681_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALMOSW_8_1_70H17AAXX.IND12.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALMOSW_8_2_70H17AAXX.IND12.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALMOSW_8_1_70H17AAXX.IND12.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ALMOSW_8_2_70H17AAXX.IND12.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562681	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562681		
PRJEB6610	SAMEA2657091	ERS490564	ERX521532	ERR562682	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562682/ERR562682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562682/ERR562682_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562682/ERR562682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562682/ERR562682_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKROSW_5_1_70H17AAXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKROSW_5_2_70H17AAXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKROSW_5_1_70H17AAXX.IND9.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AKROSW_5_2_70H17AAXX.IND9.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562682	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562682		
PRJEB6610	SAMEA2621052	ERS490311	ERX521414	ERR562683	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562683/ERR562683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562683/ERR562683_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562683/ERR562683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562683/ERR562683_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AIHOSW_7_1_70H17AAXX.IND10.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AIHOSW_7_2_70H17AAXX.IND10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AIHOSW_7_1_70H17AAXX.IND10.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_AIHOSW_7_2_70H17AAXX.IND10.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562683	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562683		
PRJEB6610	SAMEA2656989	ERS490467	ERX521612	ERR562684	408172	marine metagenome	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562684/ERR562684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562684/ERR562684_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562684/ERR562684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR562/ERR562684/ERR562684_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARAOSW_7_1_70DGUAAXX.IND8.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARAOSW_7_2_70DGUAAXX.IND8.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARAOSW_7_1_70DGUAAXX.IND8.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA329/ERA329958/fastq/ARG_ARAOSW_7_2_70DGUAAXX.IND8.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562684	ftp.sra.ebi.ac.uk/vol1/err/ERR562/ERR562684		
